matchkey_skill_norm,example_original,freq_candidates,freq_jobs,freq_total,source,match_type,esco_uri,esco_preferred_label,similarity,best_candidate_below_threshold
motivation,Motivation,0,3,3,job,contains,http://data.europa.eu/esco/skill/97b246e3-4f45-4708-9734-cd3158d868cf,demonstrate motivation for sales,0.25,
unity,Unity,0,3,3,job,contains,http://data.europa.eu/esco/skill/d1a86399-24d8-415f-98b9-e8cbb6b04a26,Unity (digital game creation systems),0.2,
large language models (llms),Large Language Models (LLMs),0,3,3,job,none,,,0.4974,sign language
testing,Testing,0,3,3,job,contains,http://data.europa.eu/esco/skill/ee4d0595-5b1e-490d-bd66-5fa3688ec323,quantitative sensory testing,0.3333,
open-source contributions,Open-source contributions,0,3,3,job,none,,,0.3733,plants contribution to indoor climate and health conditions
agile methodologies,Agile methodologies,0,3,3,job,none,,,0.6785,ICT sales methodologies
direct involvement in product development,Direct involvement in product development,0,3,3,job,none,,,0.4469,citizen involvement in healthcare
participacion en proyectos reales de ia,participación en proyectos reales de IA,0,3,3,job,none,,,0.3838,participate in sport events
creative work environment,Creative work environment,0,3,3,job,none,,,0.6732,create 3D environments
product management,Product Management,0,3,3,job,contains,http://data.europa.eu/esco/skill/e2d0daae-2aa1-40cc-99e2-b340b02f97d3,product data management,0.6667,
resolutivo,resolutivo,0,3,3,job,none,,,0.3371,create solutions to problems
results orientation,results orientation,0,3,3,job,none,,,0.5573,ensure client orientation
voice ai integration,Voice AI integration,0,3,3,job,none,,,0.5362,ICT system integration
transporte,Transporte,0,3,3,job,none,,,0.6592,transport fish
seguro de vida y accidentes,Seguro de vida y accidentes,0,3,3,job,none,,,0.4583,clear accident site
swagger,Swagger,0,3,3,job,none,,,0.3867,swaging processes
entrepreneurial mindset,entrepreneurial mindset,0,3,3,job,fuzzy,http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e,show entrepreneurial spirit,0.7594,
cloud services,Cloud services,0,3,3,job,none,,,0.581,cloud technologies
programa de retribucion flexible,Programa de retribución flexible,0,3,3,job,none,,,0.4621,perform services in a flexible manner
oidc,OIDC,0,3,3,job,none,,,0.1559,avoid contamination
motivacion,Motivación,0,3,3,job,none,,,0.5274,motivate in sports
strategic thinking,Strategic thinking,0,3,3,job,contains,http://data.europa.eu/esco/skill/6c870993-9341-438b-91c0-c7fe4f96d8f5,apply strategic thinking,0.6667,
medical insurance,Medical insurance,0,3,3,job,contains,http://data.europa.eu/esco/skill/7361c086-443c-43c2-8215-31ef8e8895e5,process medical insurance claims,0.5,
participacion directa en desarrollo de productos innovadores,Participación directa en desarrollo de productos innovadores,0,3,3,job,none,,,0.2978,follow directions of the artistic director
curiosidad por la ia,Curiosidad por la IA,0,3,3,job,none,,,0.5404,demonstrate curiosity
posibilidad de colaboracion a largo plazo,posibilidad de colaboración a largo plazo,0,3,3,job,none,,,0.2048,load cargo
c,C,0,3,3,job,contains,http://data.europa.eu/esco/skill/4c016b68-4116-468c-9dc6-42710c239e4a,C#,1.0,
ticket restaurante,Ticket restaurante,0,3,3,job,none,,,0.6029,manage restaurant service
seguro de salud,Seguro de salud,0,3,3,job,none,,,0.1567,ground segment
snowflake,Snowflake,0,3,3,job,none,,,0.4191,tend soap flake machinery
postman,Postman,0,3,3,job,none,,,0.3536,conduct visits to the postmortem room
bots,Bots,0,3,3,job,none,,,0.4267,assemble robots
oportunidad de crecimiento a largo plazo,Oportunidad de crecimiento a largo plazo,0,3,3,job,none,,,0.2715,identify opportunities
dedicacion al cliente,dedicación al cliente,0,3,3,job,none,,,0.3788,coach clients
seo,SEO,0,3,3,job,none,,,0.2343,Taleo
power platform,Power Platform,0,3,3,job,none,,,0.5592,construct working platform
inteligencia artificial generativa,Inteligencia Artificial Generativa,0,3,3,job,none,,,0.5681,principles of artificial intelligence
results oriented,Results oriented,0,3,3,job,none,,,0.4928,report well results
dbt,DBT,0,3,3,job,none,,,0.3097,DB2
data governance,Data Governance,0,3,3,job,none,,,0.6937,internet governance
devops,DevOps,0,3,3,job,exact,http://data.europa.eu/esco/skill/f0de4973-0a70-4644-8fd4-3a97080476f4,DevOps,1.0,
cloudformation,CloudFormation,0,3,3,job,none,,,0.475,cloud technologies
azure cognitive services,Azure Cognitive Services,0,3,3,job,none,,,0.6188,cognitive psychology
hugging face transformers,Hugging Face Transformers,0,3,3,job,none,,,0.4318,energy transformation
prefect,Prefect,0,3,3,job,none,,,0.362,respect cultural preferences
cloud,Cloud,0,3,3,job,contains,http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0,cloud technologies,0.5,
orientado/a a resultados,orientado/a a resultados,0,3,3,job,none,,,0.3668,ensure client orientation
crm,CRM,0,3,3,job,none,,,0.1654,create credit policy
comunicativo/a,comunicativo/a,0,3,3,job,none,,,0.6289,communication
proactivo/a,proactivo/a,0,3,3,job,none,,,0.6413,think proactively
pulumi,Pulumi,0,3,3,job,none,,,0.2206,alumina ceramic
comunicativo,comunicativo,0,3,3,job,none,,,0.5813,communication
azure devops,Azure DevOps,0,3,3,job,fuzzy,http://data.europa.eu/esco/skill/f0de4973-0a70-4644-8fd4-3a97080476f4,DevOps,0.9455,
gestion del cambio,Gestión del cambio,0,3,3,job,none,,,0.2864,hand gestures
automatizacion de procesos,Automatización de procesos,0,3,3,job,none,,,0.5262,building automation
trabajo hibrido,Trabajo híbrido,0,3,3,job,none,,,0.2013,iridology
comunicacion clara,Comunicación clara,0,3,3,job,none,,,0.35,communication
d3.js,D3.js,0,3,3,job,none,,,0.0,3D body scanning technologies
salesforce marketing cloud,Salesforce Marketing Cloud,0,3,3,job,none,,,0.4773,draw up marketing and sales plan
cierre de ventas,cierre de ventas,0,3,3,job,none,,,0.1803,ventilation systems
negociacion,negociación,0,3,3,job,none,,,0.3337,negotiate with social service users
data architecture,Data Architecture,0,3,3,job,contains,http://data.europa.eu/esco/skill/4d85b881-e490-4b4c-897a-2faa4ef53956,manage ICT data architecture,0.5,
soporte tecnico y cientifico,soporte técnico y científico,0,3,3,job,none,,,0.3602,analyse scientific data
linux,Linux,0,3,3,job,contains,http://data.europa.eu/esco/skill/625b57ee-29d4-425b-bf99-9fd54dd021fe,Kali Linux,0.5,
modelo hibrido,Modelo híbrido,0,3,3,job,none,,,0.3668,Hybrid model
backend development,Backend development,0,2,2,job,none,,,0.546,advise on mine development
kiro,Kiro,0,2,2,job,none,,,0.1579,SketchBook Pro
jwt,JWT,0,2,2,job,none,,,0.0,3D body scanning technologies
openid,OpenID,0,2,2,job,none,,,0.3582,install automatically opening door
soap,SOAP,0,2,2,job,contains,http://data.europa.eu/esco/skill/90fb908e-f4b4-4a4e-af42-82fa988dba6a,harden soap,0.5,
laravel,Laravel,0,2,2,job,none,,,0.4135,prepare travel packages
realsense,RealSense,0,2,2,job,none,,,0.2124,defense system
kinect,Kinect,0,2,2,job,none,,,0.4249,kinetics
stability ai api,Stability AI API,0,2,2,job,none,,,0.5822,check stability of materials
unreal engine,Unreal Engine,0,2,2,job,exact,http://data.europa.eu/esco/skill/b04c4965-4fd7-4dfa-a8d4-0cec5c5f5d0c,Unreal Engine,1.0,
touchdesigner,TouchDesigner,0,2,2,job,none,,,0.4045,support a designer in the developing process
fruta y cafe en el comedor,Fruta y café en el comedor,0,2,2,job,none,,,0.171,pedorthics
relocation package,Relocation package,0,2,2,job,none,,,0.5664,test package
"actividades de equipo, eventos y competiciones deportivas","Actividades de equipo, eventos y competiciones deportivas",0,2,2,job,none,,,0.2609,competition law
jornada intensiva en verano,Jornada intensiva en verano,0,2,2,job,none,,,0.365,intensive care medicine
big data architectures,Big Data Architectures,0,2,2,job,fuzzy,http://data.europa.eu/esco/skill/4d85b881-e490-4b4c-897a-2faa4ef53956,manage ICT data architecture,0.7158,
technical support,Technical Support,0,2,2,job,none,,,0.501,support sport in media
25% teletrabajo,25% teletrabajo,0,2,2,job,none,,,0.2451,use a telecine
1778 horas anuales de convenio,1778 horas anuales de convenio,0,2,2,job,none,,,0.2406,implement ICT coding conventions
mejoras de convenio,Mejoras de convenio,0,2,2,job,none,,,0.3011,implement ICT coding conventions
salario segun experiencia,Salario según experiencia,0,2,2,job,none,,,0.4705,use experience map
result orientation,Result orientation,0,2,2,job,none,,,0.5795,ensure client orientation
data analysis tools,Data analysis tools,0,2,2,job,fuzzy,http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f,perform data analysis,0.7159,
automation tools,Automation tools,0,2,2,job,contains,http://data.europa.eu/esco/skill/7557f0f4-b8bc-4ac0-b91e-222ab1ba744f,tools for ICT test automation,0.4,
copilot,Copilot,0,2,2,job,none,,,0.4341,pilot vessel into ports
curiosity for new technologies,Curiosity for new technologies,0,2,2,job,none,,,0.5653,demonstrate curiosity
prototyping,Prototyping,0,2,2,job,contains,http://data.europa.eu/esco/skill/ed1d8bd4-cd2a-4c64-b665-56d70651026c,Prototyping development,0.5,
jornada completa,Jornada completa,0,2,2,job,none,,,0.3467,move completed works
aprendizaje rapido,Aprendizaje rápido,0,2,2,job,none,,,0.3667,Rapid application development
ingles b2,Inglés B2,0,2,2,job,none,,,0.2959,consult to produce single malt beverages
collaborative,Collaborative,0,2,2,job,contains,http://data.europa.eu/esco/skill/326809fc-238d-40c2-881e-40042f7f2f0d,establish collaborative relations,0.3333,
ability to work under tight deadlines,Ability to work under tight deadlines,0,2,2,job,none,,,0.5282,meet deadlines
tailwind css,Tailwind CSS,0,2,2,job,none,,,0.6652,CSS
agents,Agents,0,2,2,job,contains,http://data.europa.eu/esco/skill/a05bcb7d-a037-490d-ac80-5ec664e00c2b,contact talent agents,0.3333,
data pipelines,Data pipelines,0,2,2,job,fuzzy,http://data.europa.eu/esco/skill/c1d7a6df-92e8-4b2f-9259-e04dd7242be3,types of pipelines,0.7513,
design patterns,Design patterns,0,2,2,job,contains,http://data.europa.eu/esco/skill/2b7a79e5-84d8-4880-be66-3d9bb05bea17,use software design patterns,0.5,
oop,OOP,0,2,2,job,none,,,0.369,Hadoop
openai premium license,OpenAI Premium License,0,2,2,job,none,,,0.4182,license photo usage
"language classes (english, portuguese, spanish)","Language Classes (English, Portuguese, Spanish)",0,2,2,job,none,,,0.4967,Portuguese
oficina con espacios de ocio,Oficina con espacios de ocio,0,2,2,job,none,,,0.2287,iOS
onboarding personalizado,Onboarding personalizado,0,2,2,job,none,,,0.4554,use personality tests
acceso a privilege club,Acceso a Privilege Club,0,2,2,job,none,,,0.285,develop practices to conduct effective sport club management
"retribucion flexible (seguro medico, cheques guarderia, transporte, comida y formacion)","Retribución flexible (seguro médico, cheques guardería, transporte, comida y formación)",0,2,2,job,none,,,0.3223,perform services in a flexible manner
capcut,CapCut,0,2,2,job,none,,,0.2937,cut clay
canva,Canva,0,2,2,job,none,,,0.5185,canvassing methods
adobe premiere,Adobe Premiere,0,2,2,job,none,,,0.4579,Adobe Illustrator
27 dias de vacaciones,27 días de vacaciones,0,2,2,job,none,,,0.2419,lay stones
3d.js,3D.js,0,2,2,job,none,,,0.2617,3D lighting
doctorado,Doctorado,0,2,2,job,none,,,0.5288,supervise doctoral students
a/b testing,A/B Testing,0,2,2,job,none,,,0.6727,use testing equipment
version control,Version Control,0,2,2,job,none,,,0.4565,control production
governance,Governance,0,2,2,job,contains,http://data.europa.eu/esco/skill/5063a99f-975b-4a7c-85e3-69ecb375b4d3,internet governance,0.5,
continuous improvement,Continuous improvement,0,2,2,job,contains,http://data.europa.eu/esco/skill/0550431f-9c8b-4204-9c45-59bc5feacf06,continuous improvement philosophies,0.6667,
agile methodology,Agile methodology,0,2,2,job,none,,,0.5945,create working methodology
perplexity,Perplexity,0,2,2,job,none,,,0.2449,reflexion
gpt-5,GPT-5,0,2,2,job,none,,,0.2738,operate GPS systems
domo,DOMO,0,2,2,job,none,,,0.3119,provide domestic care
data quality,Data quality,0,2,2,job,contains,http://data.europa.eu/esco/skill/cc7370dd-69fa-4c67-a96f-d4d135d38700,data quality assessment,0.6667,
mes,MES,0,2,2,job,none,,,0.2877,types of wire mesh
stable employment,Stable employment,0,2,2,job,fuzzy,http://data.europa.eu/esco/skill/97b713f0-b9e8-4903-8dee-7e0b4019a1c0,employment law,0.7478,
flexibility and work-life balance,Flexibility and work-life balance,0,2,2,job,none,,,0.3602,balance tyres
flexibilidad,Flexibilidad,0,2,2,job,none,,,0.4309,perform services in a flexible manner
access to self-development programmes,Access to self-development programmes,0,2,2,job,none,,,0.6209,manage access programmes
profit sharing program,Profit sharing program,0,2,2,job,none,,,0.3322,program artistic productions
gnu toolchain,GNU toolchain,0,2,2,job,none,,,0.5069,operate hand tools in chain making
tflm,TFLM,0,2,2,job,none,,,0.2621,load film
onnx,ONNX,0,2,2,job,none,,,0.1955,advise on personnel management
cmake,CMake,0,2,2,job,none,,,0.4813,make the beds
risc-v,RISC-V,0,2,2,job,none,,,0.2848,risk management
mlir,MLIR,0,2,2,job,none,,,0.1708,ML (computer programming)
llvm,LLVM,0,2,2,job,none,,,0.0,3D body scanning technologies
customer experience,Customer Experience,0,2,2,job,contains,http://data.europa.eu/esco/skill/4b95c7bb-5672-4e4a-88ea-ba96c12e8ca2,manage the customer experience,0.5,
gradle,Gradle,0,2,2,job,none,,,0.3577,work from suspended access cradle
colaboracion interdepartamental,Colaboración interdepartamental,0,2,2,job,none,,,0.2651,maintain laboratory dental tools
vision estrategica,Visión estratégica,0,2,2,job,none,,,0.3866,strategic planning
liderazgo tecnico,liderazgo técnico,0,2,2,job,none,,,0.2032,demonstrate consideration
customer focus,customer focus,0,2,2,job,contains,http://data.europa.eu/esco/skill/13e93abd-618c-46df-abbe-1af38ecd1aa2,ensure customer focus,0.6667,
interpersonal skills,Interpersonal skills,0,2,2,job,fuzzy,http://data.europa.eu/esco/skill/1835a7c1-600e-4b16-a0af-fb4f7d8d77b9,develop personal skills,0.7424,
react.js,React.js,0,2,2,job,none,,,0.4589,regulate chemical reaction
scada,SCADA,0,2,2,job,none,,,0.2425,manage cadastre
mqtt,MQTT,0,2,2,job,none,,,0.0,3D body scanning technologies
yolo,YOLO,0,2,2,job,none,,,0.273,perform music solo
english (advanced),English (Advanced),0,2,2,job,fuzzy,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,English,0.7405,
organizational skills,Organizational skills,0,2,2,job,none,,,0.5997,use personal organization software
outlook,Outlook,0,2,2,job,contains,http://data.europa.eu/esco/skill/cd86f45f-3823-492f-a7cb-9ed63b28db01,design the physical outlook of games,0.1667,
microsoft planner,Microsoft Planner,0,2,2,job,none,,,0.6817,Microsoft Access
microsoft teams,Microsoft Teams,0,2,2,job,fuzzy,http://data.europa.eu/esco/skill/3d03c40c-1b83-4793-8902-2523f40af59e,Microsoft Access,0.7316,
web services,Web Services,0,2,2,job,none,,,0.6105,sell services
"certifications in product management or agile (pragmatic institute, pmi-acp, cspo)","certifications in Product Management or Agile (Pragmatic Institute, PMI-ACP, CSPO)",0,2,2,job,none,,,0.3927,Agile project management
"product management tools (jira, confluence, aha!)","product management tools (Jira, Confluence, Aha!)",0,2,2,job,none,,,0.4575,plan product management
"agile methodologies (scrum, kanban)","agile methodologies (Scrum, Kanban)",0,2,2,job,none,,,0.6044,ICT sales methodologies
knowledge of agentic commerce,knowledge of Agentic Commerce,0,2,2,job,none,,,0.5744,assess ICT knowledge
blockchain,Blockchain,0,2,2,job,none,,,0.4256,types of chain
competitive compensation,Competitive compensation,0,2,2,job,none,,,0.5979,competition law
client interaction,client interaction,0,2,2,job,none,,,0.5681,interact with clients in forestry
qemu,QEMU,0,2,2,job,none,,,0.0,3D body scanning technologies
gdb,GDB,0,2,2,job,none,,,0.2081,CA Datacom/DB
red de empleados por la diversidad,Red de empleados por la diversidad,0,2,2,job,none,,,0.3291,support cultural diversity
itinerario formativo individualizado,Itinerario formativo individualizado,0,2,2,job,none,,,0.4359,mentor individuals
"programas de flexibilidad (horaria, dias libres, vacaciones)","Programas de flexibilidad (horaria, días libres, vacaciones)",0,2,2,job,none,,,0.2333,perform services in a flexible manner
llm apis,LLM APIs,0,2,2,job,none,,,0.2245,assist physiotherapists
azure bot services,Azure Bot Services,0,2,2,job,none,,,0.5888,sell services
microsoft copilot studio,Microsoft Copilot Studio,0,2,2,job,none,,,0.5834,Microsoft Visio
ganas de innovar,Ganas de innovar,0,2,2,job,none,,,0.5732,innovate in ICT
mentalidad resolutiva,Mentalidad resolutiva,0,2,2,job,none,,,0.2451,solution deployment
pensamiento estructurado,Pensamiento estructurado,0,2,2,job,none,,,0.3118,maintain construction structures
voice ai services,Voice AI services,0,2,2,job,none,,,0.5025,sell services
participacion en desarrollo de productos,Participación en desarrollo de productos,0,2,2,job,none,,,0.3829,participate in the development of new food products
startup expansion,startup expansion,0,2,2,job,none,,,0.5395,caulk expansion joints
chatbot development,Chatbot development,0,2,2,job,none,,,0.5117,advise on mine development
crecimiento profesional,crecimiento profesional,0,2,2,job,none,,,0.4075,maintain professional records
"regulatory compliance (lgpd, gdpr, pci-dss)","regulatory compliance (LGPD, GDPR, PCI-DSS)",0,2,2,job,none,,,0.5594,ensure compliance with port regulations
information security,information security,0,2,2,job,contains,http://data.europa.eu/esco/skill/11eebd42-44ab-401d-8a2c-bdb9fc9beb50,information security strategy,0.6667,
prompting,prompting,0,2,2,job,none,,,0.4826,manage prompt book
empathy,Empathy,0,2,2,job,contains,http://data.europa.eu/esco/skill/77b636e8-fab3-41a8-8022-1e0a354059dc,show empathy,0.5,
clear documentation,Clear documentation,0,2,2,job,fuzzy,http://data.europa.eu/esco/skill/327d15c8-29ff-4ad4-a4fe-6536d777a45f,documentation types,0.7146,
retribucion flexible,Retribución flexible,0,2,2,job,none,,,0.5425,perform services in a flexible manner
pensamiento estrategico,Pensamiento estratégico,0,2,2,job,none,,,0.3539,strategic planning
microsoft copilot,Microsoft Copilot,0,2,2,job,none,,,0.6542,Microsoft Access
transportation allowance,Transportation allowance,0,2,2,job,none,,,0.5038,transportation methods
